"","shenduxuexidata.belong","shenduxuexidata.X","shenduxuexidata.name","shenduxuexidata.location","shenduxuexidata.salary","shenduxuexidata.require","shenduxuexidata.time","shenduxuexidata.company","shenduxuexidata.companysituation","shenduxuexidata.companyintro","shenduxuexidata.tags","jiqixuexidata.belong","jiqixuexidata.X","jiqixuexidata.name","jiqixuexidata.location","jiqixuexidata.salary","jiqixuexidata.require","jiqixuexidata.time","jiqixuexidata.company","jiqixuexidata.companysituation","jiqixuexidata.companyintro","jiqixuexidata.tags","tuxiangchulidata.belong","tuxiangchulidata.X","tuxiangchulidata.name","tuxiangchulidata.location","tuxiangchulidata.salary","tuxiangchulidata.require","tuxiangchulidata.time","tuxiangchulidata.company","tuxiangchulidata.companysituation","tuxiangchulidata.companyintro","tuxiangchulidata.tags","tuxiangshibiedata.belong","tuxiangshibiedata.X","tuxiangshibiedata.name","tuxiangshibiedata.location","tuxiangshibiedata.salary","tuxiangshibiedata.require","tuxiangshibiedata.time","tuxiangshibiedata.company","tuxiangshibiedata.companysituation","tuxiangshibiedata.companyintro","tuxiangshibiedata.tags","yuyinshibiedata.belong","yuyinshibiedata.X","yuyinshibiedata.name","yuyinshibiedata.location","yuyinshibiedata.salary","yuyinshibiedata.require","yuyinshibiedata.time","yuyinshibiedata.company","yuyinshibiedata.companysituation","yuyinshibiedata.companyintro","yuyinshibiedata.tags","jiqishijuedata.belong","jiqishijuedata.X","jiqishijuedata.name","jiqishijuedata.location","jiqishijuedata.salary","jiqishijuedata.require","jiqishijuedata.time","jiqishijuedata.company","jiqishijuedata.companysituation","jiqishijuedata.companyintro","jiqishijuedata.tags","suanfagongchengshidata.belong","suanfagongchengshidata.X","suanfagongchengshidata.name","suanfagongchengshidata.location","suanfagongchengshidata.salary","suanfagongchengshidata.require","suanfagongchengshidata.time","suanfagongchengshidata.company","suanfagongchengshidata.companysituation","suanfagongchengshidata.companyintro","suanfagongchengshidata.tags","ziranyuyanchulidata.belong","ziranyuyanchulidata.X","ziranyuyanchulidata.name","ziranyuyanchulidata.location","ziranyuyanchulidata.salary","ziranyuyanchulidata.require","ziranyuyanchulidata.time","ziranyuyanchulidata.company","ziranyuyanchulidata.companysituation","ziranyuyanchulidata.companyintro","ziranyuyanchulidata.tags"
"11","shenduxuexidata",11,"深度学习算法工程师","北京·海淀区","17k-30k","经验不限/本科","1天前发布","百度","移动互联网,数据服务/不需要融资/2000人以上","“大平台,优秀团队,机会多,弹性工作时”","/NLP/图像处理/","jiqixuexidata",11,"机器学习算法","北京·望京","15k-20k","经验3-5年/本科","1天前发布","秒音科技","移动互联网,金融/不需要融资/50-150人","“五险一金、年底奖金、节日福利、生日趴”","/""""/","tuxiangchulidata",11,"图形/图像算法工程师","上海·广中路","20k-40k","经验1-3年/本科","1天前发布","毒APP","移动互联网,电子商务/A轮/150-500人","“一年多薪 核心产品 扁平管理 氛围好”","/电商/图像处理/","tuxiangshibiedata",11,"图像识别","杭州·临平","8k-16k","经验1-3年/本科","2019-03-11","华视界","人工智能/不需要融资/15-50人","“发展空间大”","/人工智能/","yuyinshibiedata",11,"语音识别实习生-AI Lab","北京·海淀区","2k-4k","经验不限/本科","1天前发布","字节跳动","移动互联网,数据服务/C轮/2000人以上","“弹性工作，免费三餐，租房补贴，休闲下午茶”","/NLP/","jiqishijuedata",11,"机器人视觉伺服系统工程师","重庆·渝北区","8k-15k","经验不限/硕士","2天前发布","中冶赛迪研发中心","其他/不需要融资/2000人以上","“大型央企、五星食堂、员工公寓”","/计算机视觉/图像处理/机器学习/","suanfagongchengshidata",11,"算法工程师","杭州·西溪","20k-40k","经验3-5年/本科","17:42发布","天壤智能","移动互联网,企业服务/A轮/50-150人","“不打卡、双休、全额五险一金、带薪年假”","/地图/大数据/图像处理/数据挖掘/计算机视觉/","ziranyuyanchulidata",11,"nlp","北京·中关村","20k-40k","经验3-5年/不限","09:04发布","友鑫金融","金融/未融资/50-150人","“平台大，薪资待遇好”","/教育/深度学习/机器学习/算法/"
"12","shenduxuexidata",12,"深度学习","上海·杨浦区","25k-35k","经验1-3年/硕士","17:47发布","R2.ai","人工智能/A轮/50-150人","“AI,深度学习”","/人工智能/图像处理/","jiqixuexidata",12,"算法工程师机器学习/NLP","北京·西北旺","20k-40k","经验3-5年/硕士","1天前发布","深圳德璞医疗健康管理有限公司","移动互联网,医疗健康/A轮/50-150人","“薪资水平高”","/人工智能/","tuxiangchulidata",12,"图像处理架构师","北京·中关村","40k-60k","经验5-10年/本科","2019-03-06","好未来","移动互联网,教育/上市公司/2000人以上","“上市公司,大牛团队,晋升空间大,福利优厚”","/模式识别/算法/","tuxiangshibiedata",12,"图像识别工程师","北京·白石桥","20k-40k","经验3-5年/本科","3天前发布","新意互动","广告营销/上市公司/500-2000人","“上市公司，扁平化管理”","/汽车/大数据/深度学习/计算机视觉/图像处理/算法/","yuyinshibiedata",12,"语音识别","苏州·吴中区","15k-30k","经验3-5年/硕士","17:42发布","意能通","移动互联网/B轮/50-150人","“优秀团队，人工智能,五险一金,周末双休”","/人工智能/机器学习/NLP/模式识别/","jiqishijuedata",12,"机器视觉算法工程师","深圳·科技园","25k-50k","经验1-3年/硕士","09:46发布","PerceptIn普思英察","硬件,移动互联网/B轮/50-150人","“机器人,牛人团队,黑科技,晋升空间大”","/股票期权/年终分红/弹性工作/领导好/","suanfagongchengshidata",12,"算法工程师","广州·琶洲","15k-22k","经验3-5年/本科","16:45发布","三盟科技","数据服务,硬件/上市公司/500-2000人","“周末双休 五险一金”","/","ziranyuyanchulidata",12,"NLP自然语言工程师","杭州·西兴","16k-32k","经验1-3年/硕士","11:53发布","Moglo","移动互联网,电子商务/天使轮/50-150人","“无需打卡 五险一金 福利待遇佳 海归团队”","/语音合成/机器学习/人工智能/"
"13","shenduxuexidata",13,"机器学习","北京·朝阳区","20k-35k","经验1-3年/本科","20:06发布","闪银奇异","移动互联网,金融/D轮及以上/500-2000人","“全额公积金,自助午餐,高新技术,大牛领导”","/大数据/互联网金融/算法/数据挖掘/数据处理/","jiqixuexidata",13,"机器学习算法工程师","北京·奥运村","40k-70k","经验3-5年/本科","1天前发布","智铀科技","数据服务/A轮/50-150人","“五险一金、团结丰富、周末双休、弹性工作”","/人工智能/数据挖掘/","tuxiangchulidata",13,"图像处理工程师","杭州·仓前","11k-22k","经验3-5年/本科","19:36发布","电视淘宝","电子商务/不需要融资/50-150人","“六险一金 研发”","/视频/视频/","tuxiangshibiedata",13,"图像识别工程师","北京·常营","30k-60k","经验3-5年/本科","12:38发布","好大夫在线","医疗健康/D轮及以上/500-2000人","“大公司,大平台,机会多,空间大”","/医疗健康/人工智能/机器学习/深度学习/搜索/","yuyinshibiedata",13,"语音识别","北京·西北旺","30k-60k","经验1-3年/本科","10:26发布","北京宏尚福达科技发展有限公司","移动互联网,人工智能/未融资/150-500人","“保险全额,健身房，早晚餐打车，六险一金”","/视频/移动互联网/深度学习/NLP/语音合成/","jiqishijuedata",13,"机器视觉算法工程师","北京·海淀区","15k-30k","经验3-5年/本科","08:19发布","创源微致","移动互联网/不需要融资/500-2000人","“发展前景,丰厚年终奖,六险一金,良好氛围”","/图像处理/机器学习/深度学习/","suanfagongchengshidata",13,"算法工程师","广州·珠江新城","9k-14k","经验1-3年/本科","13:35发布","广州丰申网络科技有限公司","移动互联网,电子商务/A轮/50-150人","“加速成长,福利多多,逻辑大牛控,周末双休”","/广告营销/图像处理/","ziranyuyanchulidata",13,"自然语言处理算法研究员","杭州·西溪","15k-20k","经验1-3年/本科","10:10发布","51公积金管家","移动互联网/B轮/150-500人","“准独角兽,扁平化发展,福利丰厚,团队协作”","/技能培训/股票期权/带薪年假/扁平管理/"
"14","shenduxuexidata",14,"机器学习（风控）","上海·塘桥","15k-30k","经验不限/硕士","15:30发布","买单侠","移动互联网、金融/C轮/500-2000人","“扁平化,弹性制”","/美式企业文化/节日礼物/股票期权/岗位晋升/","jiqixuexidata",14,"机器学习/深度学习工程师","杭州·西溪","25k-50k","经验1-3年/硕士","2019-03-08","涂鸦智能","移动互联网,硬件/C轮/500-2000人","“氛围轻松,行业前景好,产品优秀,精英团队”","/算法/","tuxiangchulidata",14,"图像处理工程师","广州·番禺区","20k-40k","经验3-5年/本科","16:41发布","博智林机器人公司","移动互联网,人工智能/上市公司/500-2000人","“高薪,高平台”","/人工智能/","tuxiangshibiedata",14,"图像识别工程师","武汉·东湖新技术开发区","10k-20k","经验不限/硕士","2天前发布","南博科技","电子商务,其他/未融资/150-500人","“电子商务,周末双休,高速发展,公司氛围好”","/电商/人工智能/图像处理/数据挖掘/算法/","yuyinshibiedata",14,"语音识别科学家","北京·中关村","35k-70k","经验3-5年/博士","2019-03-06","好未来","移动互联网,教育/上市公司/2000人以上","“上市公司,大牛团队,晋升空间大,弹性工作制”","/人工智能/机器学习/深度学习/","jiqishijuedata",14,"机器学习/计算机视觉","武汉·东湖新技术开发区","15k-30k","经验3-5年/硕士","18:20发布","武汉心络科技有限公司","医疗健康数据服务/未融资/50-150人","“五险一金,免费午餐,期权股权,住房补贴”","/NLP/人工智能/","suanfagongchengshidata",14,"算法工程师","杭州·仓前","15k-30k","经验1-3年/本科","11:21发布","昵图网","电子商务/不需要融资/50-150人","“AI前沿研发,发展平台大,工作环境好”","/大数据/人工智能/","ziranyuyanchulidata",14,"NLP算法工程师","北京·十里堡","25k-50k","经验3-5年/本科","10:46发布","猎豹移动","移动互联网,信息安全/上市公司/500-2000人","“超长年假 班车 补充医疗 健身房咖啡馆”","/机器学习/深度学习/"
"15","shenduxuexidata",15,"机器学习","成都·高新区","10k-20k","经验1-3年/本科","14:09发布","完美世界（成都）","移动互联网,游戏/上市公司/2000人以上","“福利 培训 个人成长”","/云计算/大数据/","jiqixuexidata",15,"机器学习","北京·朝阳区","20k-35k","经验1-3年/本科","11:36发布","闪银奇异","移动互联网,金融/D轮及以上/500-2000人","“全额公积金,自助午餐,高新技术,大牛领导”","/大数据/互联网金融/算法/数据挖掘/数据处理/","tuxiangchulidata",15,"图像处理工程师","深圳·宝安区","15k-30k","经验不限/大专","12:45发布","逗拍","移动互联网,文化娱乐/A轮/50-150人","“年底双薪,年终奖,出国游,其他福利”","/视频/算法/","tuxiangshibiedata",15,"图像识别工程师","北京·三元桥","25k-45k","经验不限/硕士","09:22发布","上海缪云企业管理中心","企业服务/不需要融资/15-50人","“待遇优厚”","/地图/","yuyinshibiedata",15,"语音识别研究员","广州·员村","30k-60k","经验3-5年/硕士","1天前发布","图普科技（深度学习图像识别云）","移动互联网,数据服务/A轮/50-150人","“人工智能,高速发展,弹性工作”","/算法/机器学习/","jiqishijuedata",15,"机器视觉","上海·复旦大学","25k-35k","经验5-10年/本科","2019-03-10","上海悦易","O2O/D轮及以上/2000人以上","“期权 晋升快 大型互联网企业”","/人工智能/计算机视觉/图像处理/","suanfagongchengshidata",15,"算法工程师","深圳·前海","25k-35k","经验3-5年/本科","20:11发布","盛甜","社交网络,文化娱乐/天使轮/15-50人","“腾讯创业团队 五险一金 灵活上班时间”","/社交/搜索/推荐/","ziranyuyanchulidata",15,"NLP工程师","北京·魏公村","8k-16k","经验1-3年/本科","14:17发布","数洋智慧","数据服务/不需要融资/150-500人","“带薪年假、定期体检、补充医疗、发展空间大”","/大数据/语音识别/图像处理/数据挖掘/"
"16","shenduxuexidata",16,"深度学习算法工程师-杭州","杭州·西湖区","30k-50k","经验3-5年/硕士","2天前发布","vivo","移动互联网/未融资/2000人以上","“公司文化,行业领先,技术氛围”","/机器学习/计算机视觉/图像处理/","jiqixuexidata",16,"机器学习算法工程师","北京·知春路","25k-50k","经验3-5年/本科","2019-03-15","vivo","移动互联网/未融资/2000人以上","“扁平化，发展快，千万日活”","/人工智能/","tuxiangchulidata",16,"图像处理工程师/专家（camera方向）","深圳·福田区","30k-60k","经验5-10年/本科","1天前发布","vivo","移动互联网/未融资/2000人以上","“工作氛围好,奖金丰厚,发展空间大”","/人工智能/深度学习/","tuxiangshibiedata",16,"图像识别工程师","北京·北太平庄","25k-40k","经验3-5年/本科","18:49发布","会通教育","移动互联网,教育/A轮/150-500人","“全额公积金,年终奖金,核心产品”","/教育/图像处理/软件开发/","yuyinshibiedata",16,"语音识别工程师","南京·宁南","17k-33k","经验3-5年/硕士","2天前发布","硅基智能","移动互联网/B轮/150-500人","“节假日福利、绩效奖金、双休、免费午餐”","/移动互联网/人工智能/机器学习/","jiqishijuedata",16,"机器视觉","佛山·顺德区","20k-40k","经验5-10年/本科","16:41发布","博智林机器人公司","移动互联网,人工智能/上市公司/500-2000人","“高薪,高平台”","/计算机视觉/人工智能/","suanfagongchengshidata",16,"搜索算法工程师","北京·东四","30k-60k","经验1-3年/硕士","1天前发布","Keep","社交网络,文化娱乐/D轮及以上/500-2000人","“年底多薪,七险一金,三餐+零食,周末双休”","/机器学习/人工智能/","ziranyuyanchulidata",16,"NLP工程师","北京·知春路","25k-50k","经验3-5年/本科","14:19发布","vivo","移动互联网/未融资/2000人以上","“扁平化，发展快，千万日活”","/人工智能/算法/"
"17","shenduxuexidata",17,"深度学习算法开发工程师","北京·北京大学","25k-50k","经验3-5年/本科","10:13发布","旷视科技","移动互联网,硬件/C轮/500-2000人","“机会多,人工智能,不打卡”","/计算机视觉/","jiqixuexidata",17,"机器学习","杭州·西溪","25k-50k","经验3-5年/大专","09:30发布","蜂融网络","移动互联网,金融/A轮/150-500人","“五险一金 双休 下午茶 每年体检”","/深度学习/推荐/算法/人工智能/","tuxiangchulidata",17,"图像处理实习生","北京·海淀区","3k-6k","经验不限/本科","1天前发布","字节跳动","移动互联网,数据服务/C轮/2000人以上","“免费三餐，休闲下午茶，职业大牛”","/算法/","tuxiangshibiedata",17,"图像识别工程师","北京·望京","20k-40k","经验3-5年/本科","1天前发布","数美","企业服务,数据服务/B轮/150-500人","“行业大咖,自由开放,Geek”","/大数据/算法/数据挖掘/","yuyinshibiedata",17,"语音识别研究员","北京·三元桥","20k-35k","经验1-3年/硕士","2019-03-15","东芝(中国)有限公司","移动互联网,企业服务/上市公司/150-500人","“弹性工作、社内培训、出国机会、带薪年假”","/人工智能/","jiqishijuedata",17,"机器视觉工程师","武汉·车站","20k-40k","经验3-5年/硕士","09:49发布","成都睿码科技有限责任公司（KANKAN AI）","移动互联网,数据服务/上市公司/150-500人","“五险一金，年底双薪、年终绩效、多重福利”","/人工智能/机器学习/","suanfagongchengshidata",17,"算法工程师","北京·亦庄","23k-45k","经验1-3年/本科","10:59发布","达达-京东到家","O2O/D轮及以上/2000人以上","“新零售,扁平化管理,免费班车”","/NLP/数据挖掘/","ziranyuyanchulidata",17,"1111BF-自然语言处理算法工程师或专家","北京·朝阳区","25k-50k","经验3-5年/硕士","2天前发布","平安科技","金融/不需要融资/2000人以上","“五险一金,绩效奖金,带薪年假,定期体检”","/NLP/深度学习/人工智能/"
"18","shenduxuexidata",18,"深度学习算法工程师实习生","深圳·南山区","6k-7k","经验应届毕业生/硕士","2天前发布","平安科技","金融/不需要融资/2000人以上","“年终丰厚 全年技术交流不间断”","/人工智能/","jiqixuexidata",18,"机器学习","深圳·龙岗区","20k-40k","经验3-5年/本科","09:22发布","深圳市艾唯尔科技有限公司","O2O,硬件/A轮/50-150人","“人工智能,发展空间大”","/人工智能/深度学习/算法/","tuxiangchulidata",18,"图像处理工程师","杭州·古墩路","25k-40k","经验1-3年/本科","11:24发布","杭州飞步科技有限公司","移动互联网/天使轮/50-150人","“五险一金,包三餐,弹性工作,交通补助”","/人工智能/算法/","tuxiangshibiedata",18,"图像识别工程师","北京·海淀区","18k-36k","经验不限/不限","2天前发布","瑞华信通","移动互联网/A轮/15-50人","“空间广阔，有期权”","/计算机视觉/深度学习/图像处理/模式识别/","yuyinshibiedata",18,"语音识别工程师","北京·海淀区","30k-60k","经验3-5年/硕士","11:04发布","字节跳动","移动互联网,数据服务/C轮/2000人以上","“免费三餐，租房补贴，带薪休假”","/算法/","jiqishijuedata",18,"机器视觉系统开发工程师","重庆·鸳鸯","10k-15k","经验1-3年/本科","10:29发布","轻推","移动互联网/不需要融资/150-500人","“世界500强央企 大平台”","/大数据/工具软件/","suanfagongchengshidata",18,"算法工程师","厦门·思明区","15k-30k","经验不限/本科","10:00发布","瑞幸咖啡","移动互联网,O2O/B轮/2000人以上","“五险一金,午餐补助,带薪年假”","/Java/Scala/Python/","ziranyuyanchulidata",18,"自然语言处理资深工程师 - 触发方向","北京·""""","40k-65k","经验1-3年/硕士","2天前发布","美团点评","移动互联网,O2O/上市公司/2000人以上","“发展空间大”","/NLP/"
"19","shenduxuexidata",19,"机器学习","杭州·西溪","25k-50k","经验3-5年/大专","13:55发布","蜂融网络","移动互联网,金融/A轮/150-500人","“五险一金 双休 下午茶 每年体检”","/深度学习/推荐/算法/人工智能/","jiqixuexidata",19,"机器学习专家","上海·浦东新区","30k-50k","经验5-10年/本科","1天前发布","招商银行信用卡中心","移动互联网,金融/上市公司/2000人以上","“五险一金,职位晋升,各类补贴”","/人工智能/深度学习/","tuxiangchulidata",19,"图像处理研究员","北京·中关村","25k-50k","经验1-3年/硕士","11:40发布","葡萄智学","移动互联网,教育/天使轮/50-150人","“牛人团队,核心技术,互联网教育”","/深度学习/计算机视觉/机器学习/","tuxiangshibiedata",19,"图像识别算法","苏州·独墅湖","8k-14k","经验3-5年/本科","2天前发布","纳智科技","移动互联网,信息安全/A轮/50-150人","“弹性工作餐饮补贴上下班不打卡地铁站附”","/深度学习/图像处理/人工智能/","yuyinshibiedata",19,"高级语音识别工程师","上海·徐家汇","20k-40k","经验1-3年/硕士","2019-03-15","媒智科技","移动互联网/A轮/15-50人","“股权激励,成长空间,人性化管理,氛围好”","/算法/建模/","jiqishijuedata",19,"机器视觉算法工程师","西安·边家村","15k-20k","经验3-5年/硕士","2019-03-15","镁伽机器人","硬件/A轮/50-150人","“弹性工作，免费午餐，五险一金，定期团建”","/人工智能/","suanfagongchengshidata",19,"11112B-算法工程师（南京）","南京·雨花台区","12k-22k","经验3-5年/本科","00:00发布","平安科技","金融/不需要融资/2000人以上","“五险一金,绩效奖金,带薪年假,定期体检”","/金融/大数据/人工智能/图像处理/","ziranyuyanchulidata",19,"自然语言处理工程师/专家 北京/深圳","深圳·西丽","40k-80k","经验不限/本科","10:41发布","深圳市沃佳科技有限公司","游戏/不需要融资/15-50人","“海量用户规模，百亿营收，高额薪酬年终”","/搜索/推荐/建模/NLP/"
"20","shenduxuexidata",20,"机器学习","深圳·龙岗区","20k-40k","经验3-5年/本科","09:10发布","深圳市艾唯尔科技有限公司","O2O,硬件/A轮/50-150人","“人工智能,发展空间大”","/人工智能/深度学习/算法/","jiqixuexidata",20,"机器学习","北京·西直门","15k-30k","经验1-3年/硕士","1天前发布","Udesk－企业级智能客服平台","移动互联网,企业服务/C轮/150-500人","“团队强悍,待遇丰厚,数据规模,场景明确”","/企业服务/搜索/NLP/算法/","tuxiangchulidata",20,"系统工程师-图形处理方向","深圳·香蜜湖","15k-30k","经验3-5年/本科","1天前发布","一加手机","电子商务/未融资/500-2000人","“发展前景大 公司氛围好”","/图像处理/计算机视觉/算法/","tuxiangshibiedata",20,"图像识别","北京·望京","25k-50k","经验不限/硕士","1天前发布","芝麻小程序","移动互联网,企业服务/天使轮/50-150人","“薪资open”","/移动互联网/人工智能/深度学习/机器学习/计算机视觉/","yuyinshibiedata",20,"语音识别工程师（技术）","北京·望京","30k-60k","经验3-5年/本科","2019-03-15","一起科技","移动互联网,教育/D轮及以上/500-2000人","“独角兽,待遇好”","/节日礼物/岗位晋升/扁平管理/领导好/","jiqishijuedata",20,"机器视觉工程师","广州·五山","13k-25k","经验3-5年/本科","2天前发布","华工邦元","硬件,数据服务/不需要融资/50-150人","“系统分析,模块设计,架构设计”","/计算机视觉/模式识别/人工智能/","suanfagongchengshidata",20,"算法工程师（快驴事业部）","北京·望京","30k-60k","经验5-10年/本科","1天前发布","美团点评","移动互联网,O2O/上市公司/2000人以上","“发展迅速,待遇优厚”","/搜索/推荐/","ziranyuyanchulidata",20,"NLP算法工程师（人工智能事业部）","北京·亚运村","30k-40k","经验3-5年/硕士","14:34发布","京东集团","电子商务,数据服务/上市公司/2000人以上","“发展前景大，业务稳健”","/电商/"
"21","shenduxuexidata",21,"机器学习/深度学习工程师","杭州·西溪","25k-50k","经验1-3年/硕士","2019-03-08","涂鸦智能","移动互联网,硬件/C轮/500-2000人","“氛围轻松,行业前景好,产品优秀,精英团队”","/算法/","jiqixuexidata",21,"机器学习（风控）","上海·塘桥","15k-30k","经验不限/硕士","2019-03-12","买单侠","移动互联网、金融/C轮/500-2000人","“扁平化,弹性制”","/美式企业文化/节日礼物/股票期权/岗位晋升/","tuxiangchulidata",21,"图像调优工程师","上海·闵行区","15k-25k","经验3-5年/本科","2019-03-14","便利蜂","移动互联网,生活服务/不需要融资/2000人以上","“人工智能,奖金丰厚,氛围轻松,平台广阔”","/新零售/图像处理/","tuxiangshibiedata",21,"高级图像识别工程师","哈尔滨·平房区","12k-20k","经验3-5年/硕士","2019-03-12","科佳通用机电","硬件,电子商务/未融资/150-500人","“五险一金，周末双休，加班工资，年终奖金”","/图像处理/机器学习/模式识别/深度学习/","yuyinshibiedata",21,"语音识别工程师","北京·望京","25k-50k","经验1-3年/硕士","1天前发布","数美","企业服务,数据服务/B轮/150-500人","“大牛如云,待遇给力,海量数据,顶尖团队”","/大数据/算法/数据挖掘/","jiqishijuedata",21,"机器视觉工程师","北京·昌平区","15k-30k","经验3-5年/本科","2天前发布","华开领航","其他,人工智能/未融资/15-50人","“年终奖、餐补、六险一金、周末双休等”","/人工智能/深度学习/","suanfagongchengshidata",21,"算法工程师（bot）","上海·长阳路","30k-60k","经验3-5年/硕士","2019-03-14","英语流利说","移动互联网,教育/上市公司/2000人以上","“上市公司 人工智能 硅谷文化”","/人工智能/深度学习/NLP/","ziranyuyanchulidata",21,"资深NLP算法工程师","北京·姚家园","30k-60k","经验3-5年/本科","2天前发布","猎豹移动","移动互联网,信息安全/上市公司/500-2000人","“发展空间、技术氛围、薪资待遇”","/建模/"
